CustomerID,Recency,Frequency,Monetary,Tenure,AOV,R_Score,F_Score,M_Score,RFM_Score,KMeans_Cluster,Agg_Cluster,GMM_Cluster,DBSCAN_Cluster,Segment
13390,75,1,544.08,0,544.08,2,1,2,5,2,0,2,0,Occasional
13391,204,1,59.8,0,59.8,1,1,1,3,1,2,2,0,At-Risk
13394,2,8,2520.02,308,315.0,4,4,4,12,3,1,1,0,High-Value
13395,185,1,307.72,0,307.72,1,1,2,4,1,2,2,0,At-Risk
13396,29,2,1360.99,290,680.5,3,2,3,8,2,0,1,0,Occasional
13397,73,5,1544.13,266,308.83,2,4,3,9,0,1,0,0,Regular
13398,192,1,457.34,0,457.34,1,1,2,4,1,2,2,0,At-Risk
13402,127,2,621.23,244,310.62,2,2,2,6,2,2,0,0,Occasional
13403,18,1,75.0,0,75.0,4,1,1,6,2,0,2,0,Occasional
13404,1,2,252.49,211,126.24,4,2,1,7,2,0,3,0,Occasional
13405,74,3,572.451,243,190.82,2,3,2,7,2,0,3,0,Occasional
13408,2,11,3691.7699999999995,371,453.5,4,4,4,12,3,3,1,0,High-Value
13410,24,5,1003.06,267,200.61,3,4,3,10,0,0,1,0,Regular
13411,107,1,213.55,0,213.55,2,1,1,4,2,2,2,0,Occasional
13414,134,3,1390.5,162,463.5,2,3,3,8,2,0,0,0,Occasional
13416,44,2,712.5,37,356.25,3,2,3,8,2,0,3,0,Occasional
13417,5,2,640.83,200,320.42,4,2,2,8,2,0,3,0,Occasional
13418,12,11,3691.7699999999995,360,340.41,4,4,4,12,3,3,1,0,High-Value
13419,64,1,221.06,0,221.06,2,1,1,4,2,0,2,0,Occasional
13420,150,2,159.85,20,79.92,1,2,1,4,1,2,0,0,At-Risk
13421,40,2,1833.71,249,803.90625,3,2,4,9,0,0,1,0,Regular
13422,64,1,2626.3,0,803.90625,2,1,4,7,0,0,0,0,Regular
13425,108,3,1624.21,186,541.4,2,3,3,8,0,0,0,0,Regular
13426,1,10,3641.32,358,364.13,4,4,4,12,3,3,1,0,High-Value
13427,19,3,582.6,195,194.2,3,3,2,8,2,0,3,0,Occasional
13428,10,1,201.78,0,201.78,4,1,1,6,2,0,2,0,Occasional
13429,11,4,1006.8,64,251.7,4,3,3,10,2,0,3,0,Occasional
13430,19,2,679.45,67,339.72,3,2,3,8,2,0,3,0,Occasional
13431,67,2,1269.1,21,634.55,2,2,3,7,2,0,3,0,Occasional
13434,74,2,534.24,22,267.12,2,2,2,6,2,0,3,0,Occasional
13435,5,7,3691.7699999999995,183,544.27,4,4,4,12,3,1,1,0,High-Value
13436,2,1,196.89,0,196.89,4,1,1,6,2,0,2,0,Occasional
13437,14,7,3408.06,175,486.87,4,4,4,12,3,1,1,0,High-Value
13439,255,1,283.71,0,283.71,1,1,1,3,1,2,2,0,At-Risk
13441,92,1,296.64,0,296.64,2,1,1,4,2,0,2,0,Occasional
13447,23,3,1129.14,12,376.38,3,3,3,9,2,0,3,0,Occasional
13448,17,6,3534.69,357,589.12,4,4,4,12,3,1,1,0,High-Value
13449,24,1,291.88,0,291.88,3,1,1,5,2,0,2,0,Occasional
13450,27,6,2043.7199999999998,191,340.62,3,4,4,11,0,1,1,0,Regular
13451,26,5,2898.2599999999998,308,579.65,3,4,4,11,0,1,1,0,Regular
13452,259,2,590.0,11,295.0,1,2,2,5,1,2,0,0,At-Risk
13453,166,2,356.97999999999996,123,178.49,1,2,2,5,1,2,0,0,At-Risk
13455,25,2,1058.34,341,529.17,3,2,3,8,2,0,3,0,Occasional
13456,18,6,1766.72,189,294.45,4,4,4,12,0,1,1,0,Regular
13458,7,11,3691.7699999999995,352,689.04,4,4,4,12,3,3,1,0,High-Value
13460,29,2,183.44,20,91.72,3,2,1,6,2,0,3,0,Occasional
13461,39,3,1445.0,124,481.67,3,3,3,9,0,0,3,0,Regular
13462,253,1,151.5,0,151.5,1,1,1,3,1,2,2,0,At-Risk
13464,58,1,674.68,0,674.68,2,1,3,6,2,0,2,0,Occasional
13466,184,1,307.9,0,307.9,1,1,2,4,1,2,2,0,At-Risk
13467,11,2,1071.91,25,535.96,4,2,3,9,2,0,3,0,Occasional
13468,2,11,3691.7699999999995,371,154.19,4,4,4,12,3,3,1,0,High-Value
13470,99,2,165.0,15,82.5,2,2,1,5,2,2,3,0,Occasional
13471,1,4,2501.84,46,625.46,4,3,4,11,0,1,1,0,Regular
13473,61,2,422.64,272,211.32,2,2,2,6,2,0,3,0,Occasional
13474,236,1,226.84,0,226.84,1,1,1,3,1,2,2,0,At-Risk
13475,191,4,1431.78,107,357.94,1,3,3,7,1,0,0,0,At-Risk
13476,179,2,1238.47,102,619.24,1,2,3,6,1,2,0,0,At-Risk
13477,38,6,1454.58,253,242.43,3,4,3,10,0,1,1,0,Regular
13479,201,2,300.95,33,150.48,1,2,1,4,1,2,0,0,At-Risk
13481,46,5,1804.56,211,360.91,3,4,4,11,0,1,0,0,Regular
13482,232,1,184.64,0,184.64,1,1,1,3,1,2,2,0,At-Risk
13483,66,1,140.34,0,140.34,2,1,1,4,2,0,2,0,Occasional
13484,241,1,313.8,0,313.8,1,1,2,4,1,2,2,0,At-Risk
13485,233,1,454.24,0,454.24,1,1,2,4,1,2,2,0,At-Risk
13486,78,3,1122.41,76,374.14,2,3,3,8,2,0,3,0,Occasional
13487,58,3,575.4,295,191.8,2,3,2,7,2,0,3,0,Occasional
13488,17,11,3691.7699999999995,350,689.87,4,4,4,12,3,3,1,0,High-Value
13489,105,4,449.52,189,112.38,2,3,2,7,2,0,0,0,Occasional
13491,52,10,1215.82,320,121.58,2,4,3,9,0,1,0,0,Regular
13492,136,3,1269.84,78,423.28,2,3,3,8,2,0,0,0,Occasional
13493,275,2,618.63,11,309.32,1,2,2,5,1,2,0,0,At-Risk
13494,312,1,316.26000000000005,0,316.26,1,1,2,4,1,2,2,0,At-Risk
13495,8,5,2044.8700000000001,360,408.97,4,4,4,12,0,1,1,0,Regular
13496,11,2,653.33,349,326.67,4,2,2,8,2,0,3,0,Occasional
13497,283,2,348.05,85,174.02,1,2,2,5,1,2,0,0,At-Risk
13499,18,5,1159.11,252,231.82,4,4,3,11,0,0,1,0,Regular
13500,23,3,1166.77,99,388.92,3,3,3,9,2,0,3,0,Occasional
13501,288,1,1340.32,0,803.90625,1,1,3,5,1,2,0,0,At-Risk
13502,17,3,292.0,307,97.33,4,3,1,8,2,0,3,0,Occasional
13503,71,1,216.85,0,216.85,2,1,1,4,2,0,2,0,Occasional
13504,64,1,295.93,0,295.93,2,1,1,4,2,0,2,0,Occasional
13505,73,4,3691.7699999999995,159,803.90625,2,3,4,9,0,1,0,0,Regular
13506,316,2,458.52,53,229.26,1,2,2,5,1,2,0,0,At-Risk
13507,3,4,2479.16,142,619.79,4,3,4,11,0,1,1,0,Regular
13508,244,1,110.97,0,110.97,1,1,1,3,1,2,2,0,At-Risk
13509,9,7,979.72,275,139.96,4,4,3,11,0,1,1,0,Regular
13510,1,4,1791.56,182,447.89,4,3,4,11,0,0,1,0,Regular
13512,261,1,251.21,0,251.21,1,1,1,3,1,2,2,0,At-Risk
13513,127,1,205.1,0,205.1,2,1,1,4,2,2,2,0,Occasional
13514,74,1,152.20000000000002,0,152.2,2,1,1,4,2,0,2,0,Occasional
13515,73,4,891.12,175,222.78,2,3,3,8,2,0,3,0,Occasional
13516,21,3,1389.41,217,463.14,3,3,3,9,0,0,1,0,Regular
13517,60,3,2128.42,120,709.47,2,3,4,9,0,0,0,0,Regular
13518,86,1,627.16,0,627.16,2,1,2,5,2,0,2,0,Occasional
13519,78,1,122.75,0,122.75,2,1,1,4,2,0,2,0,Occasional
13520,59,6,3624.35,312,604.06,2,4,4,10,3,1,0,0,High-Value
13521,1,3,1071.73,8,357.24,4,3,3,10,2,0,3,0,Occasional
13522,30,1,125.80000000000001,0,125.8,3,1,1,5,2,0,2,0,Occasional
13523,33,5,3691.7699999999995,333,792.98,3,4,4,11,0,1,1,0,Regular
13524,41,5,680.1800000000001,179,136.04,3,4,3,10,2,0,1,0,Occasional
13525,15,2,628.78,233,314.39,4,2,2,8,2,0,3,0,Occasional
13527,34,7,2242.36,293,320.34,3,4,4,11,0,1,1,0,Regular
13529,79,2,307.76,125,153.88,2,2,2,6,2,0,3,0,Occasional
13531,205,2,483.8,161,241.9,1,2,2,5,1,2,0,0,At-Risk
13532,34,1,210.31,0,210.31,3,1,1,5,2,0,2,0,Occasional
13533,183,3,269.09,84,89.7,1,3,1,5,1,2,0,0,At-Risk
13534,2,11,3691.7699999999995,355,234.8,4,4,4,12,3,3,1,0,High-Value
13536,1,7,3444.39,74,492.06,4,4,4,12,3,1,1,0,High-Value
13538,43,7,1280.85,272,182.98,3,4,3,10,0,1,1,0,Regular
13539,86,3,631.34,223,210.45,2,3,2,7,2,0,3,0,Occasional
13544,40,2,276.06,200,138.03,3,2,1,6,2,0,3,0,Occasional
13546,12,3,621.09,188,207.03,4,3,2,9,2,0,3,0,Occasional
13548,96,2,678.16,147,339.08,2,2,3,7,2,0,3,0,Occasional
13549,26,7,918.2,216,131.17,3,4,3,10,0,1,1,0,Regular
13551,319,1,91.80000000000001,0,91.8,1,1,1,3,1,2,2,0,At-Risk
13552,66,11,3691.7699999999995,249,311.67,2,4,4,10,3,3,0,0,High-Value
13555,74,4,3691.7699999999995,128,803.90625,2,3,4,9,0,1,0,0,Regular
13557,28,2,584.06,252,292.03,3,2,2,7,2,0,3,0,Occasional
13558,6,4,594.52,62,148.63,4,3,2,9,2,0,3,0,Occasional
13560,7,1,171.42000000000002,0,171.42,4,1,1,6,2,0,2,0,Occasional
13561,216,1,141.85999999999999,0,141.86,1,1,1,3,1,2,2,0,At-Risk
13562,82,3,1799.33,163,599.78,2,3,4,9,0,0,0,0,Regular
13563,84,2,777.53,55,388.76,2,2,3,7,2,0,3,0,Occasional
13564,144,3,1724.67,223,574.89,1,3,4,8,0,0,0,0,Regular
13565,19,2,240.22,315,120.11,3,2,1,6,2,0,3,0,Occasional
13566,41,2,856.84,41,428.42,3,2,3,8,2,0,3,0,Occasional
13568,173,1,187.05,0,187.05,1,1,1,3,1,2,2,0,At-Risk
13569,17,2,338.62,350,169.31,4,2,2,8,2,0,3,0,Occasional
13570,243,1,239.49,0,239.49,1,1,1,3,1,2,2,0,At-Risk
13571,13,11,2088.94,240,174.08,4,4,4,12,3,1,1,0,High-Value
13572,206,1,1384.25,0,803.90625,1,1,3,5,1,2,0,0,At-Risk
13573,50,2,290.25,202,145.12,3,2,1,6,2,0,3,0,Occasional
13575,23,5,732.0699999999999,152,146.41,3,4,3,10,2,0,1,0,Occasional
13576,10,11,3691.7699999999995,362,373.19,4,4,4,12,3,3,1,0,High-Value
13577,25,4,1687.6000000000001,216,421.9,3,3,4,10,0,0,1,0,Regular
13579,15,2,467.04,354,233.52,4,2,2,8,2,0,3,0,Occasional
13581,309,1,118.0,0,118.0,1,1,1,3,1,2,2,0,At-Risk
13583,156,1,781.03,0,781.03,1,1,3,5,1,2,2,0,At-Risk
13584,307,1,142.4,0,142.4,1,1,1,3,1,2,2,0,At-Risk
13587,64,1,712.4,0,712.4,2,1,3,6,2,0,2,0,Occasional
13588,16,9,2478.95,239,275.44,4,4,4,12,3,1,1,0,High-Value
13589,15,2,379.65,164,189.82,4,2,2,8,2,0,3,0,Occasional
13590,11,6,1981.92,291,330.32,4,4,4,12,0,1,1,0,Regular
13591,65,3,1117.13,202,372.38,2,3,3,8,2,0,3,0,Occasional
13592,36,4,247.95999999999998,228,61.99,3,3,1,7,2,0,3,0,Occasional
13593,108,5,2011.88,227,402.38,2,4,4,10,0,0,0,0,Regular
13594,53,1,396.97,0,396.97,2,1,2,5,2,0,2,0,Occasional
13596,6,2,664.11,7,332.06,4,2,2,8,2,0,3,0,Occasional
13598,47,1,160.04,0,160.04,3,1,1,5,2,0,2,0,Occasional
13599,1,11,3691.7699999999995,365,245.23,4,4,4,12,3,3,1,0,High-Value
13600,312,1,219.52,0,219.52,1,1,1,3,1,2,2,0,At-Risk
13601,45,2,693.32,166,346.66,3,2,3,8,2,0,3,0,Occasional
13602,65,1,428.89,0,428.89,2,1,2,5,2,0,2,0,Occasional
13603,26,1,164.34,0,164.34,3,1,1,5,2,0,2,0,Occasional
13606,29,3,276.75,282,92.25,3,3,1,7,2,0,3,0,Occasional
13607,40,1,675.51,0,675.51,3,1,3,7,2,0,2,0,Occasional
13610,12,7,1082.33,273,154.62,4,4,3,11,0,1,1,0,Regular
13611,89,3,1154.4,270,384.8,2,3,3,8,2,0,3,0,Occasional
13614,24,4,1585.46,306,396.36,3,3,3,9,0,0,1,0,Regular
13615,319,1,417.69,0,417.69,1,1,2,4,1,2,2,0,At-Risk
13617,40,3,544.18,140,181.39,3,3,2,8,2,0,3,0,Occasional
13618,174,1,177.34,0,177.34,1,1,1,3,1,2,2,0,At-Risk
13621,117,1,213.85,0,213.85,2,1,1,4,2,2,2,0,Occasional
13623,31,5,727.74,266,145.55,3,4,3,10,2,0,1,0,Occasional
13626,253,1,257.23,0,257.23,1,1,1,3,1,2,2,0,At-Risk
13627,59,5,1638.47,298,327.69,2,4,3,9,0,1,0,0,Regular
13629,23,11,3691.7699999999995,315,708.4,3,4,4,11,3,3,1,0,High-Value
13630,5,7,2031.78,280,290.25,4,4,4,12,0,1,1,0,Regular
13631,100,11,3070.42,167,279.13,2,4,4,10,3,3,0,0,High-Value
13632,25,5,2118.93,218,423.79,3,4,4,11,0,1,1,0,Regular
13634,33,5,1547.3600000000001,293,309.47,3,4,3,10,0,0,1,0,Regular
13635,68,1,1071.03,0,803.90625,2,1,3,6,2,0,2,0,Occasional
13636,37,5,949.12,248,189.82,3,4,3,10,0,0,1,0,Regular
13637,52,3,804.3,174,268.1,2,3,3,8,2,0,3,0,Occasional
13638,16,1,122.64,0,122.64,4,1,1,6,2,0,2,0,Occasional
13639,74,1,1033.34,0,803.90625,2,1,3,6,2,0,2,0,Occasional
13642,216,1,312.28,0,312.28,1,1,2,4,1,2,2,0,At-Risk
13643,31,3,519.44,154,173.15,3,3,2,8,2,0,3,0,Occasional
13644,16,4,2624.26,89,656.06,4,3,4,11,0,1,1,0,Regular
13645,120,1,252.1,0,252.1,2,1,1,4,2,2,2,0,Occasional
13647,10,4,1648.1200000000001,225,412.03,4,3,3,10,0,0,1,0,Regular
13649,257,2,346.6,109,173.3,1,2,2,5,1,2,0,0,At-Risk
13650,17,6,1836.34,250,306.06,4,4,4,12,0,1,1,0,Regular
13651,35,2,94.2,4,47.1,3,2,1,6,2,0,3,0,Occasional
13652,46,3,1095.08,322,365.03,3,3,3,9,2,0,3,0,Occasional
13654,43,6,2707.33,230,451.22,3,4,4,11,0,1,1,0,Regular
13655,114,2,932.97,127,466.48,2,2,3,7,2,0,0,0,Occasional
13656,165,2,379.65,172,189.82,1,2,2,5,1,2,0,0,At-Risk
13657,11,2,382.14,190,191.07,4,2,2,8,2,0,3,0,Occasional
13658,10,5,2639.17,194,527.83,4,4,4,12,0,1,1,0,Regular
13659,206,2,1563.0,115,781.5,1,2,3,6,1,0,0,0,At-Risk
13662,86,3,881.26,173,293.75,2,3,3,8,2,0,3,0,Occasional
13663,179,1,189.47,0,189.47,1,1,1,3,1,2,2,0,At-Risk
13666,60,3,84.65,227,28.22,2,3,1,6,2,0,3,0,Occasional
13667,149,1,299.05,0,299.05,1,1,1,3,1,2,2,0,At-Risk
13668,3,11,3691.7699999999995,359,300.47,4,4,4,12,3,3,1,0,High-Value
13669,51,2,218.55,98,109.28,3,2,1,6,2,0,3,0,Occasional
13670,75,1,349.7,0,349.7,2,1,2,5,2,0,2,0,Occasional
13672,301,2,186.39000000000001,30,93.2,1,2,1,4,1,2,0,0,At-Risk
13673,19,2,387.44,13,193.72,3,2,2,7,2,0,3,0,Occasional
13675,151,2,486.82000000000005,133,243.41,1,2,2,5,2,2,0,0,Occasional
13678,152,1,232.6,0,232.6,1,1,1,3,1,2,2,0,At-Risk
13680,1,4,3691.7699999999995,337,803.90625,4,3,4,11,0,1,0,0,Regular
13681,18,4,827.83,137,206.96,4,3,3,10,2,0,3,0,Occasional
13682,187,1,59.5,0,59.5,1,1,1,3,1,2,2,0,At-Risk
13684,286,1,65.13,0,65.13,1,1,1,3,1,2,2,0,At-Risk
13685,3,7,3119.44,57,445.63,4,4,4,12,3,1,1,0,High-Value
13686,183,1,72.0,0,72.0,1,1,1,3,1,2,2,0,At-Risk
13689,63,1,910.0,0,803.90625,2,1,3,6,2,0,2,0,Occasional
13690,59,1,172.25,0,172.25,2,1,1,4,2,0,2,0,Occasional
13692,25,3,1488.32,211,496.11,3,3,3,9,0,0,1,0,Regular
13694,4,11,3691.7699999999995,369,803.90625,4,4,4,12,3,3,1,0,High-Value
13695,31,11,2504.13,228,166.94,3,4,4,11,3,1,1,0,High-Value
13697,39,1,151.29999999999998,0,151.3,3,1,1,5,2,0,2,0,Occasional
13699,155,1,308.58000000000004,0,308.58,1,1,2,4,1,2,2,0,At-Risk
13700,26,10,2248.63,300,224.86,3,4,4,11,3,1,1,0,High-Value
13703,318,1,99.5,0,99.5,1,1,1,3,1,2,2,0,At-Risk
13704,5,9,2308.06,83,256.45,4,4,4,12,3,1,1,0,High-Value
13705,8,3,711.86,366,237.29,4,3,3,10,2,0,3,0,Occasional
13706,303,1,330.79,0,330.79,1,1,2,4,1,2,2,0,At-Risk
13707,267,2,806.41,48,403.2,1,2,3,6,1,2,0,0,At-Risk
13708,271,1,285.33,0,285.33,1,1,1,3,1,2,2,0,At-Risk
13709,4,11,3691.7699999999995,311,485.2,4,4,4,12,3,3,1,0,High-Value
13710,32,1,180.48,0,180.48,3,1,1,5,2,0,2,0,Occasional
13711,219,2,252.06,0,126.03,1,2,1,4,1,2,0,0,At-Risk
13712,247,1,228.84,0,228.84,1,1,1,3,1,2,2,0,At-Risk
13715,281,5,1077.39,91,215.48,1,4,3,8,1,2,0,0,At-Risk
13716,269,1,138.28,0,138.28,1,1,1,3,1,2,2,0,At-Risk
13717,32,6,1445.01,266,240.84,3,4,3,10,0,1,1,0,Regular
13718,246,2,306.55,49,153.28,1,2,2,5,1,2,0,0,At-Risk
13719,15,5,1041.68,219,208.34,4,4,3,11,0,0,1,0,Regular
13720,117,4,799.9,138,199.98,2,3,3,8,2,0,0,0,Occasional
13721,36,1,524.14,0,524.14,3,1,2,6,2,0,2,0,Occasional
13722,132,3,2375.41,151,791.8,2,3,4,9,0,0,0,0,Regular
13723,217,1,199.85000000000002,0,199.85,1,1,1,3,1,2,2,0,At-Risk
13725,50,8,1980.56,258,247.57,3,4,4,11,0,1,0,0,Regular
13726,39,2,1079.6599999999999,61,539.83,3,2,3,8,2,0,3,0,Occasional
13727,29,2,333.48,4,166.74,3,2,2,7,2,0,3,0,Occasional
13728,37,6,1016.14,273,169.36,3,4,3,10,0,0,1,0,Regular
13730,136,2,752.6,25,376.3,2,2,3,7,2,2,0,0,Occasional
13731,219,2,610.59,27,305.3,1,2,2,5,1,2,0,0,At-Risk
13732,28,1,491.86,0,491.86,3,1,2,6,2,0,2,0,Occasional
13735,25,4,2883.54,209,720.88,3,3,4,10,0,1,1,0,Regular
13736,5,2,729.8,255,364.9,4,2,3,9,2,0,3,0,Occasional
13737,200,1,339.59999999999997,0,339.6,1,1,2,4,1,2,2,0,At-Risk
13739,18,1,216.9,0,216.9,4,1,1,6,2,0,2,0,Occasional
13740,241,1,350.75,0,350.75,1,1,2,4,1,2,2,0,At-Risk
13741,72,3,668.4300000000001,145,222.81,2,3,2,7,2,0,3,0,Occasional
13742,17,11,3107.87,303,258.99,4,4,4,12,3,3,1,0,High-Value
13743,3,7,1341.6,256,191.66,4,4,3,11,0,1,1,0,Regular
13744,95,2,1080.52,197,540.26,2,2,3,7,2,0,3,0,Occasional
13745,162,1,300.04,0,300.04,1,1,1,3,1,2,2,0,At-Risk
13747,328,1,79.6,0,79.6,1,1,1,3,1,2,2,0,At-Risk
13748,96,5,948.25,278,189.65,2,4,3,9,0,0,0,0,Regular
13750,54,5,1647.26,283,329.45,2,4,3,9,0,1,0,0,Regular
13751,288,1,296.25,0,296.25,1,1,1,3,1,2,2,0,At-Risk
13752,124,6,1175.38,122,195.9,2,4,3,9,0,0,0,0,Regular
13753,288,1,741.26,0,741.26,1,1,3,5,1,2,2,0,At-Risk
13754,152,2,282.59999999999997,165,141.3,1,2,1,4,1,2,0,0,At-Risk
13755,4,9,2108.06,59,234.23,4,4,4,12,3,1,1,0,High-Value
13756,2,11,3691.7699999999995,365,370.68,4,4,4,12,3,3,1,0,High-Value
13758,12,7,3190.55,361,455.79,4,4,4,12,3,1,1,0,High-Value
13759,33,2,659.4100000000001,37,329.71,3,2,2,7,2,0,3,0,Occasional
13760,54,2,286.79,202,143.4,2,2,1,5,2,0,3,0,Occasional
13761,50,2,1070.65,129,535.33,3,2,3,8,2,0,3,0,Occasional
13762,219,1,306.72,0,306.72,1,1,2,4,1,2,2,0,At-Risk
13763,63,1,1714.96,0,803.90625,2,1,4,7,2,0,0,0,Occasional
13764,71,3,1519.42,266,506.47,2,3,3,8,0,0,0,0,Regular
13767,2,11,3691.7699999999995,371,465.42,4,4,4,12,3,3,1,0,High-Value
13769,2,10,2796.51,365,279.65,4,4,4,12,3,1,1,0,High-Value
13771,64,4,2634.45,182,658.61,2,3,4,9,0,1,0,0,Regular
13772,34,3,1122.63,205,374.21,3,3,3,9,2,0,3,0,Occasional
13774,82,1,345.0,0,345.0,2,1,2,5,2,0,2,0,Occasional
13777,1,11,3691.7699999999995,372,787.19,4,4,4,12,3,3,1,0,High-Value
13778,103,1,178.7,0,178.7,2,1,1,4,2,2,2,0,Occasional
13780,7,2,360.01,163,180.0,4,2,2,8,2,0,3,0,Occasional
13781,251,1,127.84,0,127.84,1,1,1,3,1,2,2,0,At-Risk
13782,13,6,908.86,315,151.48,4,4,3,11,0,0,1,0,Regular
13784,10,11,2462.79,322,223.89,4,4,4,12,3,1,1,0,High-Value
13786,328,1,230.39999999999998,0,230.4,1,1,1,3,1,2,2,0,At-Risk
13787,76,2,309.04,288,154.52,2,2,2,6,2,0,3,0,Occasional
13790,4,1,348.8,0,348.8,4,1,2,7,2,0,2,0,Occasional
13791,128,2,1516.0,40,758.0,2,2,3,7,2,0,0,0,Occasional
13792,66,2,195.55,221,97.78,2,2,1,5,2,0,3,0,Occasional
13798,1,11,3691.7699999999995,370,651.82,4,4,4,12,3,3,1,0,High-Value
13799,117,2,688.86,177,344.43,2,2,3,7,2,2,3,0,Occasional
13800,310,1,558.32,0,558.32,1,1,2,4,1,2,2,0,At-Risk
13801,67,1,324.8,0,324.8,2,1,2,5,2,0,2,0,Occasional
13802,139,3,3691.7699999999995,172,803.90625,2,3,4,9,0,0,0,0,Regular
13803,255,1,277.07,0,277.07,1,1,1,3,1,2,2,0,At-Risk
13804,31,7,2588.39,259,369.77,3,4,4,11,0,1,1,0,Regular
13805,52,2,924.6,76,462.3,2,2,3,7,2,0,3,0,Occasional
13806,64,1,256.38,0,256.38,2,1,1,4,2,0,2,0,Occasional
13807,328,1,112.6,0,112.6,1,1,1,3,1,2,2,0,At-Risk
13808,6,5,1747.66,91,349.53,4,4,4,12,0,1,1,0,Regular
13809,305,1,155.05,0,155.05,1,1,1,3,1,2,2,0,At-Risk
13810,29,3,1499.01,27,499.67,3,3,3,9,0,0,1,0,Regular
13811,184,3,814.5,55,271.5,1,3,3,7,1,2,0,0,At-Risk
13812,42,3,539.0,63,179.67,3,3,2,8,2,0,3,0,Occasional
13813,40,4,1366.8600000000001,95,341.72,3,3,3,9,0,0,3,0,Regular
13814,92,2,1579.12,44,789.56,2,2,3,7,2,0,0,0,Occasional
13815,22,4,3691.7699999999995,296,803.90625,3,3,4,10,0,1,1,0,Regular
13816,24,2,571.6700000000001,40,285.84,3,2,2,7,2,0,3,0,Occasional
13817,29,2,382.98,322,191.49,3,2,2,7,2,0,3,0,Occasional
13819,302,3,1140.35,18,380.12,1,3,3,7,1,2,0,0,At-Risk
13821,145,2,385.64,116,192.82,1,2,2,5,2,2,0,0,Occasional
13822,6,2,632.0,34,316.0,4,2,2,8,2,0,3,0,Occasional
13823,19,2,957.66,72,478.83,3,2,3,8,2,0,3,0,Occasional
13824,33,5,1698.94,277,339.79,3,4,4,11,0,1,1,0,Regular
13826,176,1,189.5,0,189.5,1,1,1,3,1,2,2,0,At-Risk
13827,58,3,409.8,85,136.6,2,3,2,7,2,0,3,0,Occasional
13828,22,1,209.49,0,209.49,3,1,1,5,2,0,2,0,Occasional
13831,16,6,2198.45,353,366.41,4,4,4,12,0,1,1,0,Regular
13832,19,1,52.199999999999996,0,52.2,3,1,1,5,2,0,2,0,Occasional
13833,159,1,383.85,0,383.85,1,1,2,4,1,2,2,0,At-Risk
13835,25,4,834.57,190,208.64,3,3,3,9,2,0,3,0,Occasional
13837,212,2,266.59000000000003,105,133.3,1,2,1,4,1,2,0,0,At-Risk
13838,6,4,674.82,364,168.7,4,3,3,10,2,0,3,0,Occasional
13841,253,1,85.0,0,85.0,1,1,1,3,1,2,2,0,At-Risk
13842,59,9,3385.62,308,376.18,2,4,4,10,3,1,0,0,High-Value
13844,11,1,361.62,0,361.62,4,1,2,7,2,0,2,0,Occasional
13845,65,1,312.98,0,312.98,2,1,2,5,2,0,2,0,Occasional
13846,25,3,865.0600000000001,335,288.35,3,3,3,9,2,0,3,0,Occasional
13848,92,3,1255.0,273,418.33,2,3,3,8,2,0,3,0,Occasional
13849,52,2,1537.95,119,768.98,2,2,3,7,2,0,0,0,Occasional
13850,129,1,1595.48,0,803.90625,2,1,3,6,2,0,0,0,Occasional
13851,96,3,2651.46,192,803.90625,2,3,4,9,0,0,0,0,Regular
13853,57,1,1090.14,0,803.90625,2,1,3,6,2,0,2,0,Occasional
13854,9,11,3691.7699999999995,356,324.38,4,4,4,12,3,3,1,0,High-Value
13856,169,3,388.5,34,129.5,1,3,2,6,1,2,0,0,At-Risk
13858,57,1,216.17,0,216.17,2,1,1,4,2,0,2,0,Occasional
13859,326,1,201.16,0,201.16,1,1,1,3,1,2,2,0,At-Risk
13860,1,5,1245.9,85,249.18,4,4,3,11,0,0,1,0,Regular
13862,18,8,2209.36,314,276.17,4,4,4,12,0,1,1,0,Regular
13863,248,1,305.78,0,305.78,1,1,1,3,1,2,2,0,At-Risk
13865,58,4,501.56,231,125.39,2,3,2,7,2,0,3,0,Occasional
13866,74,1,145.67000000000002,0,145.67,2,1,1,4,2,0,2,0,Occasional
13867,31,3,1005.09,186,335.03,3,3,3,9,2,0,3,0,Occasional
13868,7,2,3192.54,31,803.90625,4,2,4,10,0,1,0,0,Regular
13869,123,4,3083.65,233,770.91,2,3,4,9,0,0,0,0,Regular
13870,2,8,2770.94,285,346.37,4,4,4,12,3,1,1,0,High-Value
13871,23,11,3691.7699999999995,286,492.56,3,4,4,11,3,3,1,0,High-Value
13873,120,3,389.6,190,129.87,2,3,2,7,2,2,0,0,Occasional
13874,328,1,540.45,0,540.45,1,1,2,4,1,2,2,0,At-Risk
13875,54,5,1786.79,247,357.36,2,4,4,10,0,1,0,0,Regular
13876,64,1,122.7,0,122.7,2,1,1,4,2,0,2,0,Occasional
13877,86,1,117.24,0,117.24,2,1,1,4,2,0,2,0,Occasional
13878,55,1,1271.57,0,803.90625,2,1,3,6,2,0,0,0,Occasional
13880,21,11,3219.77,345,247.67,3,4,4,11,3,3,1,0,High-Value
13881,4,11,3691.7699999999995,308,803.90625,4,4,4,12,3,3,1,0,High-Value
13882,3,5,1191.13,61,238.23,4,4,3,11,0,0,1,0,Regular
13883,11,5,2674.48,242,534.9,4,4,4,12,0,1,1,0,Regular
13884,7,5,787.6,276,157.52,4,4,3,11,0,0,1,0,Regular
